district,title,link,location,size,orientation,rooms,floor,tags,brand,maintenance_time,price
Pudong,整租·三林世博家园(新浦路251弄) 3室1厅 南/北,https://sh.lianjia.com/zufang/SH1908748429962510336.html,浦东 杨思前滩 三林世博家园(新浦路251弄),-,-,,,"官方核验, 新上, 随时看房, 首次出租",贝壳优选,今天维护,5900元/月
Pudong,,,,,33.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房, 押一付一",贝壳海盐公寓,,4600元/月
Pudong,整租·长岛公寓 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1758498564696178688.html,浦东 金桥 长岛公寓,-,-,,,"官方核验, 精装, 随时看房",贝壳优选,11天前维护,5800元/月
Pudong,整租·融创精彩天地 1室2厅 南,https://sh.lianjia.com/zufang/SH1913084963591290880.html,浦东 金桥 融创精彩天地,-,-,,,"业主自荐, 新上, 近地铁, 精装",链家,今天维护,8700元/月
Pudong,,,,,16.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房, 押一付一",森邻寓,,3200元/月
Pudong,整租·济阳三村 2室1厅 南,https://sh.lianjia.com/zufang/SH1758846617068240896.html,浦东 世博 济阳三村,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,21天前维护,5763元/月
Pudong,整租·美林小城 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1913541773309771776.html,浦东 康桥 美林小城,-,-,,,"官方核验, 新上",链家,1天前维护,4200元/月
Pudong,,,,,18.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房, 押一付一",森邻寓,,2550元/月
Pudong,整租·连城苑 3室1厅 南,https://sh.lianjia.com/zufang/SH1766450755671162880.html,浦东 金桥 连城苑,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,16天前维护,7200元/月
Pudong,,,,,80.00㎡,2间在租,,"独栋公寓, 精装, 有阳台, 开放厨房",柚米寓,,6053-6521元/月
Pudong,整租·前滩东方逸品 2室2厅 南,https://sh.lianjia.com/zufang/SH1758082998789472256.html,浦东 杨思前滩 前滩东方逸品,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,7天前维护,14178元/月
Pudong,,,,,80.00㎡,1间在租,,"独栋公寓, 拎包入住, 精装, 有阳台, 开放厨房",柚米寓,,6203元/月
Pudong,整租·东园一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1910253538622046208.html,浦东 陆家嘴 东园一村,-,-,,,"官方核验, 业主自荐, 近地铁, 精装",链家,今天维护,7000元/月
Pudong,整租·德州一村 1室0厅 南,https://sh.lianjia.com/zufang/SH1914309373706895360.html,浦东 世博 德州一村,-,-,,,"官方核验, 业主自荐, 新上, 近地铁, 精装",链家,今天维护,5000元/月
Pudong,整租·万科金色里程(公寓) 2室1厅 南,https://sh.lianjia.com/zufang/SH1850457997378060288.html,浦东 杨思前滩 万科金色里程(公寓),-,-,,,官方核验,链家,7天前维护,6600元/月
Pudong,整租·中海御景熙岸(公寓) 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1873602160776708096.html,浦东 三林 中海御景熙岸(公寓),-,-,,,"官方核验, 精装, 随时看房",链家,今天维护,5600元/月
Pudong,整租·浦发绿城西泰林路750弄 2室2厅 南,https://sh.lianjia.com/zufang/SH1911771033979846656.html,浦东 三林 浦发绿城西泰林路750弄,-,-,,,"精装, 随时看房, 首次出租",贝壳优选,1天前维护,5300元/月
Pudong,整租·昌四小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1906711137328562176.html,浦东 世博 昌四小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,今天维护,4800元/月
Pudong,整租·宜浩佳园北区 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1650807243483906048.html,浦东 临港新城 宜浩佳园北区,-,-,,,"新上, 月租, 精装, 随时看房",贝壳优选,2天前维护,3683元/月
Pudong,,,,,30.00㎡,2间在租,,"独栋公寓, 有阳台, 开放厨房",浦发有家,,2500-2740元/月
Pudong,整租·潍坊七村 1室1厅 南,https://sh.lianjia.com/zufang/SH1652303523863330816.html,浦东 潍坊 潍坊七村,-,-,,,"月租, 近地铁, 随时看房",贝壳优选,13天前维护,4386元/月
Pudong,,,,,33.00㎡,5间在租,,"新上, 独栋公寓, 月租, 近地铁, 精装, 开放厨房",方隅公寓,,7200元/月
Pudong,整租·浦建小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1652623508053688320.html,浦东 塘桥 浦建小区,-,-,,,"月租, 近地铁, 精装, 随时看房",贝壳优选,1天前维护,4000元/月
Pudong,整租·毕加索小镇(一期)(公寓) 1室2厅 南,https://sh.lianjia.com/zufang/SH1906709836905578496.html,浦东 唐镇 毕加索小镇(一期)(公寓),-,-,,,"官方核验, 精装",链家,2天前维护,6100元/月
Pudong,整租·梅园新村(浦东) 1室0厅 南,https://sh.lianjia.com/zufang/SH1649069255339016192.html,浦东 梅园 梅园新村(浦东),-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,6天前维护,4700元/月
Pudong,,,,,30.00-35.00㎡,2间在租,,"独栋公寓, 近地铁, 精装, 开放厨房, 押一付一",柚米寓,,3710-3860元/月
Pudong,整租·阳明花园广场（一期） 3室2厅 东南,https://sh.lianjia.com/zufang/SH1908046556603351040.html,浦东 外高桥 阳明花园广场（一期）,-,-,,,"官方核验, 近地铁, 随时看房, 首次出租",贝壳优选,1天前维护,5400元/月
Pudong,整租·上钢八村 2室1厅 南,https://sh.lianjia.com/zufang/SH1827333547065606144.html,浦东 世博 上钢八村,-,-,,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,4683元/月
Pudong,整租·海高二村 2室2厅 南,https://sh.lianjia.com/zufang/SH1651954566909919232.html,浦东 外高桥 海高二村,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,8天前维护,4794元/月
Pudong,整租·南江苑 1室1厅 南,https://sh.lianjia.com/zufang/SH1853526934869245952.html,浦东 杨思前滩 南江苑,-,-,,,"公寓, 月租, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,4200元/月
Pudong,整租·崂山六村 2室0厅 南,https://sh.lianjia.com/zufang/SH1903466102638247936.html,浦东 梅园 崂山六村,-,-,,,"近地铁, 随时看房, 首次出租",贝壳优选,2天前维护,5700元/月
Pudong,整租·绿地崴廉公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1868439737329516544.html,浦东 高行 绿地崴廉公寓,-,-,,,"公寓, 月租, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,5728元/月
Pudong,整租·绿地香颂(浦东)(公寓) 3室1厅 南,https://sh.lianjia.com/zufang/SH1651505337129238528.html,浦东 三林 绿地香颂(浦东)(公寓),-,-,,,"新上, 月租, 精装, 随时看房",贝壳优选,5天前维护,6936元/月
Pudong,整租·荷风翠庭 1室1厅 南,https://sh.lianjia.com/zufang/SH1906936608108576768.html,浦东 泥城镇 荷风翠庭,-,-,,,"官方核验, 精装, 随时看房",链家,5天前维护,2500元/月
Pudong,整租·特发学府里 4室2厅 南/北,https://sh.lianjia.com/zufang/SH1907361594212352000.html,浦东 临港新城 特发学府里,-,-,,,"精装, 双卫生间, 随时看房, 首次出租",贝壳优选,20天前维护,4000元/月
Pudong,整租·临沂七村 2室1厅 南,https://sh.lianjia.com/zufang/SH1653384614976159744.html,浦东 南码头 临沂七村,-,-,,,"月租, 精装, 随时看房",贝壳优选,19天前维护,6018元/月
Pudong,整租·陆家嘴锦绣前城 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1907285420467552256.html,浦东 花木 陆家嘴锦绣前城,-,-,,,"官方核验, 精装",链家,1天前维护,11000元/月
Pudong,整租·潼港三村 2室1厅 南,https://sh.lianjia.com/zufang/SH1908082645774893056.html,浦东 外高桥 潼港三村,-,-,,,"精装, 随时看房, 首次出租",贝壳优选,18天前维护,3500元/月
Pudong,整租·潍坊四村 1室0厅 南,https://sh.lianjia.com/zufang/SH1653384750569619456.html,浦东 潍坊 潍坊四村,-,-,,,"官方核验, 新上, 月租, 近地铁, 精装, 随时看房",贝壳优选,6天前维护,5100元/月
Pudong,整租·金杨新村三街坊 2室1厅 南,https://sh.lianjia.com/zufang/SH1910978600106983424.html,浦东 金杨 金杨新村三街坊,-,-,,,"官方核验, 近地铁, 随时看房, 首次出租",贝壳优选,3天前维护,5200元/月
Pudong,整租·盛大天地青春里2.0 2室2厅 北,https://sh.lianjia.com/zufang/SH1912452429757022208.html,浦东 张江 盛大天地青春里2.0,-,-,,,"新上, 精装, 双卫生间, 随时看房, 首次出租",贝壳优选,6天前维护,5000元/月
Pudong,整租·永泰花苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1907289413193302016.html,浦东 三林 永泰花苑,-,-,,,"近地铁, 随时看房",链家,3天前维护,6500元/月
Pudong,整租·济阳一村 1室1厅 南,https://sh.lianjia.com/zufang/SH1907296215578443776.html,浦东 世博 济阳一村,-,-,,,"官方核验, 精装",链家,3天前维护,4500元/月
Pudong,整租·德州三村 1室1厅 南,https://sh.lianjia.com/zufang/SH1907329829464702976.html,浦东 世博 德州三村,-,-,,,"官方核验, 近地铁, 随时看房",链家,7天前维护,4000元/月
Pudong,整租·汇锦城三期 2室2厅 南,https://sh.lianjia.com/zufang/SH1907454438356811776.html,浦东 新场 汇锦城三期,-,-,,,"官方核验, 精装",链家,9天前维护,4100元/月
Pudong,整租·悦康雅苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1907650199963041792.html,浦东 康桥 悦康雅苑,-,-,,,"近地铁, 精装, 双卫生间",链家,1天前维护,5800元/月
Pudong,整租·临沂八村 1室1厅 南,https://sh.lianjia.com/zufang/SH1908001187420962816.html,浦东 南码头 临沂八村,-,-,,,"官方核验, 精装",链家,3天前维护,4800元/月
Pudong,整租·金桥新村四街坊 2室1厅 南,https://sh.lianjia.com/zufang/SH1908018487943495680.html,浦东 金桥 金桥新村四街坊,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,1天前维护,5200元/月
Pudong,整租·鑫筠明苑 1室1厅 南,https://sh.lianjia.com/zufang/SH1908056611352477696.html,浦东 三林 鑫筠明苑,-,-,,,精装,链家,今天维护,5800元/月
Pudong,整租·融创精彩天地 1室2厅 南,https://sh.lianjia.com/zufang/SH1913084963591290880.html,浦东 金桥 融创精彩天地,-,-,,,"业主自荐, 新上, 近地铁, 精装",链家,今天维护,8700元/月
Pudong,整租·美林小城 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1913541773309771776.html,浦东 康桥 美林小城,-,-,,,"官方核验, 新上",链家,1天前维护,4200元/月
Pudong,整租·东园一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1910253538622046208.html,浦东 陆家嘴 东园一村,-,-,,,"官方核验, 业主自荐, 近地铁, 精装",链家,今天维护,7000元/月
Pudong,整租·德州一村 1室0厅 南,https://sh.lianjia.com/zufang/SH1914309373706895360.html,浦东 世博 德州一村,-,-,,,"官方核验, 业主自荐, 新上, 近地铁, 精装",链家,今天维护,5000元/月
Pudong,整租·万科金色里程(公寓) 2室1厅 南,https://sh.lianjia.com/zufang/SH1850457997378060288.html,浦东 杨思前滩 万科金色里程(公寓),-,-,,,官方核验,链家,7天前维护,6600元/月
Pudong,整租·中海御景熙岸(公寓) 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1873602160776708096.html,浦东 三林 中海御景熙岸(公寓),-,-,,,"官方核验, 精装, 随时看房",链家,今天维护,5600元/月
Pudong,整租·枣庄路118弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1859132305604345856.html,浦东 金杨 枣庄路118弄,-,-,,,官方核验,链家,2天前维护,4400元/月
Pudong,整租·东方悦耀 2室2厅 南,https://sh.lianjia.com/zufang/SH1913937538607742976.html,浦东 杨思前滩 东方悦耀,-,-,,,"官方核验, 业主自荐, 新上, 近地铁, 精装",链家,今天维护,14000元/月
Pudong,整租·莲安西路65-117号 3室1厅 南/北,https://sh.lianjia.com/zufang/SH1913951748955832320.html,浦东 北蔡 莲安西路65-117号,-,-,,,"官方核验, 新上, 近地铁, 随时看房",链家,今天维护,7200元/月
Pudong,整租·鹤沙航城顺和苑 4室1厅 南,https://sh.lianjia.com/zufang/SH1914243308884852736.html,浦东 航头 鹤沙航城顺和苑,-,-,,,新上,链家,今天维护,5300元/月
Pudong,整租·金杨七街坊 2室1厅 南,https://sh.lianjia.com/zufang/SH1914265563807350784.html,浦东 金杨 金杨七街坊,-,-,,,"业主自荐, 新上, 近地铁",链家,今天维护,5800元/月
Pudong,整租·金桂小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1909227261781868544.html,浦东 花木 金桂小区,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,6500元/月
Pudong,整租·九庐 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1908410598249463808.html,浦东 梅园 九庐,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,2天前维护,33000元/月
Pudong,整租·申立苑 2室2厅 南,https://sh.lianjia.com/zufang/SH1908410999388504064.html,浦东 洋泾 申立苑,-,-,,,"官方核验, 月租, 近地铁",链家,今天维护,9300元/月
Pudong,整租·海尚康庭 3室2厅 南,https://sh.lianjia.com/zufang/SH1908439721701277696.html,浦东 康桥 海尚康庭,-,-,,,"官方核验, 精装",链家,2天前维护,6200元/月
Pudong,整租·玉兰香苑(三期) 4室1厅 南,https://sh.lianjia.com/zufang/SH1908439784867495936.html,浦东 张江 玉兰香苑(三期),-,-,,,"精装, 双卫生间, 随时看房",链家,今天维护,9000元/月
Pudong,整租·桃林一小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1909435265135411200.html,浦东 源深 桃林一小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,3天前维护,6500元/月
Pudong,整租·云锦名苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1908449732309549056.html,浦东 泥城镇 云锦名苑,-,-,,,官方核验,链家,2天前维护,2600元/月
Pudong,整租·绿宝园 5室3厅 南,https://sh.lianjia.com/zufang/SH1908460109458046976.html,浦东 康桥 绿宝园,-,-,,,"官方核验, 精装",链家,1天前维护,50000元/月
Pudong,整租·峨山小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1908496633394364416.html,浦东 塘桥 峨山小区,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,4800元/月
Pudong,整租·凌兆新村(凌兆路379弄) 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1908479539604881408.html,浦东 三林 凌兆新村(凌兆路379弄),-,-,,,"官方核验, 业主自荐, 近地铁",链家,7天前维护,4500元/月
Pudong,整租·东方悦耀 1室1厅 北,https://sh.lianjia.com/zufang/SH1908507715940909056.html,浦东 杨思前滩 东方悦耀,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,8000元/月
Pudong,整租·罗山一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1908507680469680128.html,浦东 金杨 罗山一村,-,-,,,"官方核验, 近地铁",链家,2天前维护,5800元/月
Pudong,整租·菊园 2室2厅 南,https://sh.lianjia.com/zufang/SH1908531244488982528.html,浦东 陆家嘴 菊园,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,13500元/月
Pudong,整租·第九城市(二期) 3室2厅 南,https://sh.lianjia.com/zufang/SH1908544159136874496.html,浦东 联洋 第九城市(二期),-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,1天前维护,16000元/月
Pudong,整租·桃林一小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1906703715738320896.html,浦东 源深 桃林一小区,-,-,,,"官方核验, 近地铁",链家,4天前维护,8000元/月
Pudong,整租·上南二村 1室0厅 南,https://sh.lianjia.com/zufang/SH1906719443669483520.html,浦东 世博 上南二村,-,-,,,"官方核验, 近地铁",链家,6天前维护,4300元/月
Pudong,整租·布鲁斯小镇(二期) 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1829064012487196672.html,浦东 惠南 布鲁斯小镇(二期),-,-,,,官方核验,链家,今天维护,4200元/月
Pudong,整租·泥城苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1829348013022117888.html,浦东 泥城镇 泥城苑,-,-,,,"官方核验, 精装, 双卫生间",链家,6天前维护,3000元/月
Pudong,整租·杨镇新村 2室1厅 南,https://sh.lianjia.com/zufang/SH1829516194168700928.html,浦东 张江 杨镇新村,-,-,,,"官方核验, 精装, 随时看房",链家,2天前维护,5600元/月
Pudong,整租·保利金色唐城 3室2厅 南,https://sh.lianjia.com/zufang/SH1831277809134206976.html,浦东 唐镇 保利金色唐城,-,-,,,"官方核验, 精装, 随时看房",链家,6天前维护,7300元/月
Pudong,整租·潼港一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1831531290508132352.html,浦东 外高桥 潼港一村,-,-,,,官方核验,链家,1天前维护,4000元/月
Pudong,整租·亿联中心 1室1厅 南,https://sh.lianjia.com/zufang/SH1831291639843258368.html,浦东 航头 亿联中心,-,-,,,,链家,4天前维护,2400元/月
Pudong,整租·浦江东旭公寓(669弄1-109号) 1室1厅 南,https://sh.lianjia.com/zufang/SH1831587835967176704.html,浦东 高行 浦江东旭公寓(669弄1-109号),-,-,,,"官方核验, 精装",链家,1天前维护,5300元/月
Pudong,整租·阳光城MODO自由区 1室1厅 西,https://sh.lianjia.com/zufang/SH1831656714315759616.html,浦东 高行 阳光城MODO自由区,-,-,,,"精装, 随时看房",链家,1天前维护,4500元/月
Pudong,整租·维多利华庭 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1831678388817887232.html,浦东 洋泾 维多利华庭,-,-,,,"官方核验, 近地铁, 双卫生间, 随时看房",链家,4天前维护,15000元/月
Pudong,整租·广洋新景苑(公寓) 3室2厅 南,https://sh.lianjia.com/zufang/SH1842897863185530880.html,浦东 联洋 广洋新景苑(公寓),-,-,,,"官方核验, 双卫生间",链家,今天维护,13500元/月
Pudong,整租·碧海现代苑 1室1厅 北,https://sh.lianjia.com/zufang/SH1843505204796850176.html,浦东 金桥 碧海现代苑,-,-,,,"近地铁, 精装",链家,13天前维护,5300元/月
Pudong,整租·碧云左岸(一期) 4室2厅 复式 南,https://sh.lianjia.com/zufang/SH1844313368568004608.html,浦东 高行 碧云左岸(一期),-,-,,,"官方核验, 精装",链家,3天前维护,21000元/月
Pudong,整租·上南八村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1844329511764623360.html,浦东 世博 上南八村,-,-,,,,链家,6天前维护,5000元/月
Pudong,整租·欣顺小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1844356576534593536.html,浦东 北蔡 欣顺小区,-,-,,,"官方核验, 精装",链家,1天前维护,5000元/月
Pudong,整租·康乐花园(浦东) 3室2厅 南,https://sh.lianjia.com/zufang/SH1844676775724974080.html,浦东 塘桥 康乐花园(浦东),-,-,,,"官方核验, 业主自荐, 近地铁, 精装",链家,今天维护,8500元/月
Pudong,整租·艺泰安邦 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1845001592705646592.html,浦东 宣桥 艺泰安邦,-,-,,,官方核验,链家,2天前维护,3500元/月
Pudong,整租·君誉江畔 1室2厅 南,https://sh.lianjia.com/zufang/SH1845067386022002688.html,浦东 塘桥 君誉江畔,-,-,,,近地铁,链家,2天前维护,7000元/月
