district,title,link,location,size,orientation,rooms,floor,tags,brand,maintenance_time,price
Huangpu,整租·上海滩花园 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1891386407809712128.html,黄浦 黄浦滨江 上海滩花园,-,-,,,"公寓, 近地铁, 精装, 双卫生间, 随时看房",润生活,12天前维护,23000元/月
Huangpu,整租·中福花苑 1室0厅 东,https://sh.lianjia.com/zufang/SH1908380660813266944.html,黄浦 蓬莱公园 中福花苑,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,今天维护,6200元/月
Huangpu,整租·瞿中小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1908425818271383552.html,黄浦 打浦桥 瞿中小区,-,-,,,"官方核验, 近地铁",链家,今天维护,4500元/月
Huangpu,整租·银杏家园 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1901870275088089088.html,黄浦 五里桥 银杏家园,-,-,,,"官方核验, 精装",链家,2天前维护,17000元/月
Huangpu,整租·城信大厦 2室2厅 南,https://sh.lianjia.com/zufang/SH1901639853733314560.html,黄浦 蓬莱公园 城信大厦,-,-,,,"官方核验, 近地铁, 精装",链家,3天前维护,10500元/月
Huangpu,整租·马当小区 1室1厅 东,https://sh.lianjia.com/zufang/SH2420085530047029248.html,黄浦 新天地 马当小区,-,-,,,"官方核验, 月租, 近地铁, 精装, 随时看房",贝壳优选,27天前维护,8800元/月
Huangpu,整租·丽园新村 1室0厅 北,https://sh.lianjia.com/zufang/SH1912453906659540992.html,黄浦 五里桥 丽园新村,-,-,,,"官方核验, 业主自荐, 新上, 近地铁, 精装",链家,5天前维护,4300元/月
Huangpu,整租·南园新村 1室1厅 南,https://sh.lianjia.com/zufang/SH2700126253230596096.html,黄浦 打浦桥 南园新村,-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,今天维护,5100元/月
Huangpu,,,,,105.00㎡,1间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房, 押一付一",OPARTMENT,,42000元/月
Huangpu,整租·打浦路303弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1642863185084022784.html,黄浦 打浦桥 打浦路303弄,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,4天前维护,4700元/月
Huangpu,,,,,110.00㎡,1间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房",base,,27000元/月
Huangpu,整租·南康公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1779454647426088960.html,黄浦 世博滨江 南康公寓,-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,4天前维护,8670元/月
Huangpu,整租·西凌新邨 2室1厅 南,https://sh.lianjia.com/zufang/SH1913529189890260992.html,黄浦 蓬莱公园 西凌新邨,-,-,,,"官方核验, 新上, 近地铁, 精装",链家,1天前维护,7200元/月
Huangpu,整租·丽园路514弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1780902662405881856.html,黄浦 五里桥 丽园路514弄,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,15天前维护,5891元/月
Huangpu,,,,,51.22㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 押一付一",南舒房,,5200元/月
Huangpu,整租·斜桥新村 1室1厅 东南/南/西南,https://sh.lianjia.com/zufang/SH1907306133530345472.html,黄浦 蓬莱公园 斜桥新村,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,20天前维护,4800元/月
Huangpu,,,,,52.00㎡,3间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房",南舒房,,8716-8896元/月
Huangpu,整租·蒙自路440弄 1室1厅 北,https://sh.lianjia.com/zufang/SH1799317816810143744.html,黄浦 五里桥 蒙自路440弄,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,10天前维护,4300元/月
Huangpu,,,,,18.00㎡,1间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房, 押一付一",易家青年社区,,3300元/月
Huangpu,整租·雾晓大楼 1室1厅 南,https://sh.lianjia.com/zufang/SH1910953529099419648.html,黄浦 世博滨江 雾晓大楼,-,-,,,"官方核验, 近地铁, 随时看房, 首次出租",贝壳优选,10天前维护,5700元/月
Huangpu,,,,,18.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 有阳台, 开放厨房, 押一付一",易家青年社区,,3500元/月
Huangpu,整租·驰骋大楼 2室1厅 南,https://sh.lianjia.com/zufang/SH1900881437427499008.html,黄浦 世博滨江 驰骋大楼,-,-,,,"近地铁, 随时看房, 首次出租",贝壳优选,18天前维护,7300元/月
Huangpu,整租·黄浦华庭 3室2厅 南,https://sh.lianjia.com/zufang/SH1913108629444100096.html,黄浦 蓬莱公园 黄浦华庭,-,-,,,"官方核验, 新上, 近地铁, 精装, 双卫生间",链家,2天前维护,20000元/月
Huangpu,,,,,20.00㎡,1间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房, 押一付一",易家青年社区,,3800元/月
Huangpu,整租·新华南园大厦 1室1厅 南,https://sh.lianjia.com/zufang/SH1788223875222339584.html,黄浦 世博滨江 新华南园大厦,-,-,,,"新上, 近地铁, 随时看房",贝壳优选,5天前维护,7191元/月
Huangpu,整租·恒升大厦 2室2厅 西北,https://sh.lianjia.com/zufang/SH1913477755534573568.html,黄浦 蓬莱公园 恒升大厦,-,-,,,"官方核验, 新上, 近地铁, 精装, 随时看房",链家,今天维护,9300元/月
Huangpu,,,,,168.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 开放厨房",立乐公寓,,22000元/月
Huangpu,整租·联海小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1838849784765480960.html,黄浦 五里桥 联海小区,-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,1天前维护,5300元/月
Huangpu,,,,,125.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 有阳台, 开放厨房",立乐公寓,,21000元/月
Huangpu,整租·正房小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1800510151224983552.html,黄浦 五里桥 正房小区,-,-,,,"新上, 随时看房",贝壳优选,1天前维护,4590元/月
Huangpu,,,,,156.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 有阳台, 开放厨房",立乐公寓,,23000元/月
Huangpu,整租·丽园新村 2室1厅 南,https://sh.lianjia.com/zufang/SH1913507141142970368.html,黄浦 五里桥 丽园新村,-,-,,,"官方核验, 新上, 近地铁, 精装, 随时看房",链家,1天前维护,7200元/月
Huangpu,整租·西凌新邨 1室1厅 南,https://sh.lianjia.com/zufang/SH1913558360100175872.html,黄浦 蓬莱公园 西凌新邨,-,-,,,"官方核验, 新上, 近地铁, 精装",链家,1天前维护,6500元/月
Huangpu,整租·太阳都市花园一期 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1888423972568039424.html,黄浦 豫园 太阳都市花园一期,-,-,,,"官方核验, 精装",链家,10天前维护,13000元/月
Huangpu,整租·蒙自新村 1室1厅 南,https://sh.lianjia.com/zufang/SH1913919444736802816.html,黄浦 五里桥 蒙自新村,-,-,,,"官方核验, 新上, 近地铁, 精装, 随时看房",链家,今天维护,5200元/月
Huangpu,整租·巨鹿路374弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1908033089838252032.html,黄浦 淮海中路 巨鹿路374弄,-,-,,,"随时看房, 首次出租",贝壳优选,18天前维护,5000元/月
Huangpu,整租·瑞雪大楼 1室1厅 西南,https://sh.lianjia.com/zufang/SH1788463938497675264.html,黄浦 淮海中路 瑞雪大楼,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,1天前维护,6300元/月
Huangpu,整租·南吉公寓 3室2厅 南,https://sh.lianjia.com/zufang/SH1911069267499941888.html,黄浦 老西门 南吉公寓,-,-,,,"官方核验, 双卫生间, 随时看房, 首次出租",贝壳优选,8天前维护,13500元/月
Huangpu,整租·大众汽车公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1825443931404369920.html,黄浦 五里桥 大众汽车公寓,,-,-,,"公寓, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,9630元/月
Huangpu,整租·汇龙新城 1室2厅 南,https://sh.lianjia.com/zufang/SH1914552273397088256.html,黄浦 五里桥 汇龙新城,-,-,,,"官方核验, 新上, 近地铁, 随时看房, 首次出租",贝壳优选,今天维护,11025元/月
Huangpu,整租·长江公寓 2室1厅 北,https://sh.lianjia.com/zufang/SH1914330804452851712.html,黄浦 人民广场 长江公寓,,-,-,,"新上, 公寓, 拎包入住, 近地铁, 精装, 押一付一",自如,今天维护,7890元/月
Huangpu,整租·南文大厦 2室2厅 南,https://sh.lianjia.com/zufang/SH1912384329258893312.html,黄浦 老西门 南文大厦,-,-,,,"官方核验, 新上, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,6天前维护,10500元/月
Huangpu,整租·中福浦江汇 1室1厅 南,https://sh.lianjia.com/zufang/SH1763823822638678016.html,黄浦 蓬莱公园 中福浦江汇,-,-,,,"官方核验, 近地铁, 精装",链家,10天前维护,7800元/月
Huangpu,整租·新世纪大厦 1室1厅 南,https://sh.lianjia.com/zufang/SH1767855299386933248.html,黄浦 老西门 新世纪大厦,-,-,,,"近地铁, 精装",链家,10天前维护,6600元/月
Huangpu,整租·健乐小区 1室1厅 东,https://sh.lianjia.com/zufang/SH1818501367828840448.html,黄浦 新天地 健乐小区,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,6090元/月
Huangpu,整租·新地苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1790371461765005312.html,黄浦 豫园 新地苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间, 随时看房",链家,12天前维护,15000元/月
Huangpu,整租·瑞雪大楼 2室1厅 南,https://sh.lianjia.com/zufang/SH1909303668042104832.html,黄浦 淮海中路 瑞雪大楼,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,8990元/月
Huangpu,整租·汝南街小区 1室1厅 东/南,https://sh.lianjia.com/zufang/SH1791410303066439680.html,黄浦 五里桥 汝南街小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,12天前维护,8000元/月
Huangpu,整租·马当小区 2室1厅 西,https://sh.lianjia.com/zufang/SH1907224062518624256.html,黄浦 新天地 马当小区,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一",自如,今天维护,9030元/月
Huangpu,整租·振华里小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1792138483809124352.html,黄浦 新天地 振华里小区,-,-,,,"官方核验, 近地铁",链家,今天维护,9500元/月
Huangpu,整租·局门路573弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1909303687331708928.html,黄浦 五里桥 局门路573弄,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,7860元/月
Huangpu,整租·紫勋雍邸 3室2厅 南,https://sh.lianjia.com/zufang/SH1647555615767134208.html,黄浦 淮海中路 紫勋雍邸,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,13天前维护,35000元/月
Huangpu,整租·翠湖天地隽荟 3室2厅 南,https://sh.lianjia.com/zufang/SH1670698479170617344.html,黄浦 新天地 翠湖天地隽荟,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,2天前维护,60000元/月
Huangpu,整租·开元坊 2室2厅 南,https://sh.lianjia.com/zufang/SH1907752100645830656.html,黄浦 老西门 开元坊,,-,-,,"公寓, 拎包入住, 近地铁, 精装",佳盛公寓,1天前维护,18000元/月
Huangpu,整租·经纬公寓 3室2厅 南,https://sh.lianjia.com/zufang/SH1709530974120837120.html,黄浦 新天地 经纬公寓,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,12天前维护,32000元/月
Huangpu,整租·茂名南路136号 1室1厅 南,https://sh.lianjia.com/zufang/SH1711319799914561536.html,黄浦 淮海中路 茂名南路136号,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,7000元/月
Huangpu,整租·东业大厦 2室2厅 东南,https://sh.lianjia.com/zufang/SH1723616067487531008.html,黄浦 豫园 东业大厦,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,15800元/月
Huangpu,整租·淮海坊 2室1厅 南,https://sh.lianjia.com/zufang/SH2823174890759667712.html,黄浦 淮海中路 淮海坊,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,9500元/月
Huangpu,整租·外滩公馆 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1735229814916251648.html,黄浦 黄浦滨江 外滩公馆,-,-,,,"官方核验, 精装, 双卫生间",链家,2天前维护,24000元/月
Huangpu,整租·华丽家族汇景天地(商业类) 1室1厅 北,https://sh.lianjia.com/zufang/SH1740292864300023808.html,黄浦 五里桥 华丽家族汇景天地(商业类),-,-,,,"近地铁, 精装, 随时看房",链家,4天前维护,8000元/月
Huangpu,整租·独立时代 1室1厅 东,https://sh.lianjia.com/zufang/SH1745296874711023616.html,黄浦 蓬莱公园 独立时代,-,-,,,"近地铁, 精装",链家,2天前维护,8000元/月
Huangpu,整租·雅庐苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1905508329124265984.html,黄浦 老西门 雅庐苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,2天前维护,18000元/月
Huangpu,整租·中福城 2室1厅 南,https://sh.lianjia.com/zufang/SH1906684600629854208.html,黄浦 南京东路 中福城,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,15500元/月
Huangpu,整租·桥一小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1906966745319473152.html,黄浦 五里桥 桥一小区,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,6000元/月
Huangpu,整租·金色黄浦 1室1厅 南,https://sh.lianjia.com/zufang/SH1905622385856348160.html,黄浦 老西门 金色黄浦,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,8888元/月
Huangpu,整租·耀江花园 3室2厅 南,https://sh.lianjia.com/zufang/SH1795755603029655552.html,黄浦 世博滨江 耀江花园,-,-,,,"官方核验, 近地铁, 双卫生间, 随时看房",链家,7天前维护,21000元/月
Huangpu,整租·露香园 4室2厅 南,https://sh.lianjia.com/zufang/SH1797882218526277632.html,黄浦 豫园 露香园,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,45000元/月
Huangpu,整租·复兴苑 2室2厅 南,https://sh.lianjia.com/zufang/SH1797662541149634560.html,黄浦 新天地 复兴苑,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,今天维护,16500元/月
Huangpu,整租·茂名坊 1室1厅 南,https://sh.lianjia.com/zufang/SH1839062651154464768.html,黄浦 淮海中路 茂名坊,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,9390元/月
Huangpu,整租·大林路43弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1798927287555457024.html,黄浦 老西门 大林路43弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,5300元/月
Huangpu,整租·南园小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1824149287097860096.html,黄浦 打浦桥 南园小区,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一",自如,今天维护,5830元/月
Huangpu,整租·雅庐苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1905508329124265984.html,黄浦 老西门 雅庐苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,2天前维护,18000元/月
Huangpu,整租·中福城 2室1厅 南,https://sh.lianjia.com/zufang/SH1906684600629854208.html,黄浦 南京东路 中福城,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,15500元/月
Huangpu,整租·桥一小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1906966745319473152.html,黄浦 五里桥 桥一小区,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,6000元/月
Huangpu,整租·泰康路21号 1室1厅 南,https://sh.lianjia.com/zufang/SH1797767812303814656.html,黄浦 打浦桥 泰康路21号,,-,-,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,6690元/月
Huangpu,整租·金色黄浦 1室1厅 南,https://sh.lianjia.com/zufang/SH1905622385856348160.html,黄浦 老西门 金色黄浦,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,8888元/月
Huangpu,整租·开元坊 2室2厅 南,https://sh.lianjia.com/zufang/SH1907752100645830656.html,黄浦 老西门 开元坊,,-,-,,"公寓, 拎包入住, 近地铁, 精装",佳盛公寓,1天前维护,18000元/月
Huangpu,整租·瑞金二路48弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1905651933020946432.html,黄浦 淮海中路 瑞金二路48弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,4天前维护,6500元/月
Huangpu,整租·制造局路779-781号 2室1厅 东/西,https://sh.lianjia.com/zufang/SH1905904923896184832.html,黄浦 世博滨江 制造局路779-781号,-,-,,,"官方核验, 近地铁",链家,3天前维护,6500元/月
Huangpu,整租·黄浦丽园 3室1厅 南/西,https://sh.lianjia.com/zufang/SH1905888573807132672.html,黄浦 蓬莱公园 黄浦丽园,-,-,,,"官方核验, 近地铁, 精装",链家,5天前维护,15000元/月
Huangpu,整租·香山公寓 1室1厅 西/西北,https://sh.lianjia.com/zufang/SH1905929762707079168.html,黄浦 淮海中路 香山公寓,-,-,,,"官方核验, 近地铁, 精装",链家,8天前维护,7500元/月
Huangpu,整租·益元大楼 3室1厅 南,https://sh.lianjia.com/zufang/SH1907372496890363904.html,黄浦 世博滨江 益元大楼,-,-,,,"官方核验, 近地铁",链家,1天前维护,8500元/月
Huangpu,整租·北蒙三小区 1室1厅 东南/南,https://sh.lianjia.com/zufang/SH1907375549949411328.html,黄浦 五里桥 北蒙三小区,-,-,,,"官方核验, 精装",链家,4天前维护,8800元/月
Huangpu,整租·华盛大公馆 3室2厅 南,https://sh.lianjia.com/zufang/SH1907661548436848640.html,黄浦 人民广场 华盛大公馆,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,4天前维护,22000元/月
Huangpu,整租·西凌新邨 2室1厅 南,https://sh.lianjia.com/zufang/SH1906646147116564480.html,黄浦 蓬莱公园 西凌新邨,-,-,,,"官方核验, 精装",链家,4天前维护,8900元/月
Huangpu,整租·车站支路99弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1906922317175324672.html,黄浦 蓬莱公园 车站支路99弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,3天前维护,6000元/月
Huangpu,整租·日月光中心伯爵居 1室1厅 东/东南,https://sh.lianjia.com/zufang/SH1908131137176207360.html,黄浦 打浦桥 日月光中心伯爵居,-,-,,,"精装, 随时看房",链家,3天前维护,12000元/月
Huangpu,整租·瑞南新苑 3室2厅 南/北,https://sh.lianjia.com/zufang/SH1908125671662551040.html,黄浦 打浦桥 瑞南新苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,今天维护,15500元/月
Huangpu,整租·永嘉路39弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1907020089450823680.html,黄浦 淮海中路 永嘉路39弄,-,-,,,"官方核验, 业主自荐, 精装",链家,1天前维护,7200元/月
Huangpu,整租·百花公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH1907024061901307904.html,黄浦 蓬莱公园 百花公寓,-,-,,,"官方核验, 近地铁, 精装",链家,5天前维护,14000元/月
Huangpu,整租·马当小区 2室0厅 东,https://sh.lianjia.com/zufang/SH1907340633408798720.html,黄浦 新天地 马当小区,-,-,,,"官方核验, 月租, 近地铁, 随时看房",链家,2天前维护,8500元/月
Huangpu,整租·黄河路107弄 1室0厅 南/北,https://sh.lianjia.com/zufang/SH1907390377954902016.html,黄浦 人民广场 黄河路107弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,1天前维护,3200元/月
Huangpu,整租·瞿四小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1907381599545065472.html,黄浦 世博滨江 瞿四小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,3天前维护,5088元/月
Huangpu,整租·同兴大楼 1室1厅 南,https://sh.lianjia.com/zufang/SH1908439602109087744.html,黄浦 南京东路 同兴大楼,-,-,,,"官方核验, 近地铁",链家,3天前维护,7200元/月
Huangpu,整租·瞿四小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1907766004553875456.html,黄浦 世博滨江 瞿四小区,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,6000元/月
Huangpu,整租·春江小区(卢湾) 1室1厅 南,https://sh.lianjia.com/zufang/SH1873668724272136192.html,黄浦 世博滨江 春江小区(卢湾),-,-,,,"官方核验, 精装, 随时看房",链家,2天前维护,5300元/月
Huangpu,整租·新地苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1862130826699866112.html,黄浦 豫园 新地苑,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,14000元/月
Huangpu,整租·南康公寓 1室1厅 南/西南,https://sh.lianjia.com/zufang/SH1874414778990985216.html,黄浦 世博滨江 南康公寓,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,6800元/月
Huangpu,整租·打浦路303弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1875116923335737344.html,黄浦 打浦桥 打浦路303弄,-,-,,,"官方核验, 近地铁",链家,7天前维护,5000元/月
Huangpu,整租·斜土路486弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1875532014849884160.html,黄浦 五里桥 斜土路486弄,-,-,,,"官方核验, 近地铁, 随时看房",链家,7天前维护,5200元/月
Huangpu,整租·雅州公寓 3室2厅 南,https://sh.lianjia.com/zufang/SH1867096749504462848.html,黄浦 人民广场 雅州公寓,-,-,,,"官方核验, 双卫生间, 随时看房",链家,4天前维护,16000元/月
Huangpu,整租·西凌新邨 1室0厅 南,https://sh.lianjia.com/zufang/SH1866019940679548928.html,黄浦 蓬莱公园 西凌新邨,-,-,,,"官方核验, 近地铁",链家,14天前维护,5400元/月
