district,title,link,location,size,orientation,rooms,floor,tags,brand,maintenance_time,price
Changning,整租·北汪小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1750497018792378368.html,长宁 镇宁路 北汪小区,-,-,,,"官方核验, 新上, 近地铁, 精装, 随时看房",贝壳优选,今天维护,7446元/月
Changning,,,,,70.00-71.00㎡,3间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房, 押一付一",绿庭寓,,7150-7500元/月
Changning,整租·广友小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1909099300952997888.html,长宁 北新泾 广友小区,-,-,,,"官方核验, 精装",链家,今天维护,6000元/月
Changning,整租·紫竹小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1909544203709317120.html,长宁 北新泾 紫竹小区,-,-,,,"官方核验, 业主自荐, 近地铁, 随时看房",链家,4天前维护,4000元/月
Changning,整租·同安苑 3室1厅 南,https://sh.lianjia.com/zufang/SH1910255184462741504.html,长宁 新华路 同安苑,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,13500元/月
Changning,整租·虹东小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1910550646218555392.html,长宁 虹桥 虹东小区,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,5500元/月
Changning,整租·法华镇路878弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1913072924437250048.html,长宁 新华路 法华镇路878弄,-,-,,,"新上, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,5天前维护,4935元/月
Changning,整租·宝北小区 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1910655157989801984.html,长宁 西郊 宝北小区,-,-,,,"官方核验, 近地铁, 精装",链家,7天前维护,5100元/月
Changning,整租·田渡小区 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1658841048295669760.html,长宁 新华路 田渡小区,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,20天前维护,6000元/月
Changning,,,,,84.00㎡,3间在租,,"独栋公寓, 近地铁, 精装, 有阳台, 开放厨房",城方公寓,,13960-15589元/月
Changning,整租·虹日小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1782408133608472576.html,长宁 虹桥 虹日小区,-,-,,,"近地铁, 随时看房",贝壳优选,1个月前维护,4998元/月
Changning,,,,,70.00-71.00㎡,3间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房, 押一付一",绿庭寓,,7150-7500元/月
Changning,整租·虹桥天都国际 1室1厅 南,https://sh.lianjia.com/zufang/SH1824040503654481920.html,长宁 中山公园 虹桥天都国际,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,3天前维护,6650元/月
Changning,整租·安顺路231弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1910960701665443840.html,长宁 新华路 安顺路231弄,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,5300元/月
Changning,整租·新风小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1860260745132900352.html,长宁 中山公园 新风小区,-,-,,,"近地铁, 随时看房",贝壳优选,14天前维护,4590元/月
Changning,,,,10间在租,1室0厅1卫,,,"独栋公寓, 月租, 近地铁, 精装, 押一付一",城家公寓,,5150-5350元/月
Changning,整租·华山花苑 2室1厅 南,https://sh.lianjia.com/zufang/SH2497582102099263488.html,长宁 镇宁路 华山花苑,-,-,,,"官方核验, 新上, 近地铁, 随时看房",贝壳优选,3天前维护,7752元/月
Changning,,,,6间在租,1室1厅1卫,,,"独栋公寓, 月租, 近地铁, 精装, 押一付一",城家公寓,,5450-6150元/月
Changning,整租·虹桥中华园（公寓） 5室3厅 南/北,https://sh.lianjia.com/zufang/SH1857724948005519360.html,长宁 西郊 虹桥中华园（公寓）,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,23天前维护,13000元/月
Changning,,,,,28.00-30.00㎡,3间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一",城家公寓,,4700-5300元/月
Changning,整租·新泾七村 1室1厅 东/西,https://sh.lianjia.com/zufang/SH1913954430479237120.html,长宁 北新泾 新泾七村,-,-,,,"官方核验, 新上, 精装, 随时看房, 首次出租",贝壳优选,2天前维护,4720元/月
Changning,,,,,32.00-37.00㎡,2间在租,,"独栋公寓, 月租, 精装, 开放厨房, 押一付一",创湾里公寓,,3750-3900元/月
Changning,整租·华山花苑 2室1厅 东南,https://sh.lianjia.com/zufang/SH1835232389912068096.html,长宁 镇宁路 华山花苑,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,16天前维护,8801元/月
Changning,整租·宣化路231号 2室1厅 南,https://sh.lianjia.com/zufang/SH1910267710130880512.html,长宁 中山公园 宣化路231号,-,-,,,"官方核验, 近地铁, 精装",链家,10天前维护,8000元/月
Changning,整租·延安西路1746号 1室1厅 南,https://sh.lianjia.com/zufang/SH1837193331075973120.html,长宁 新华路 延安西路1746号,-,-,,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,4990元/月
Changning,整租·西镇小区(长宁) 1室1厅 南,https://sh.lianjia.com/zufang/SH1826561152138608640.html,长宁 新华路 西镇小区(长宁),-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,2天前维护,4794元/月
Changning,整租·范东铁路小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1910319491774939136.html,长宁 中山公园 范东铁路小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,6天前维护,6500元/月
Changning,整租·新安公寓 4室2厅 南,https://sh.lianjia.com/zufang/SH1906390775998971904.html,长宁 新华路 新安公寓,-,-,,,"公寓, 拎包入住, 近地铁, 精装, 随时看房",紫寓,今天维护,20500元/月
Changning,整租·长虹小区 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1819982499749560320.html,长宁 新华路 长虹小区,-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,今天维护,6120元/月
Changning,整租·程桥二村 2室1厅 南,https://sh.lianjia.com/zufang/SH1874928585836331008.html,长宁 西郊 程桥二村,-,-,,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,5390元/月
Changning,整租·虹桥府邸 4室2厅 南/北,https://sh.lianjia.com/zufang/SH1860283026693423104.html,长宁 新华路 虹桥府邸,-,-,,,"官方核验, 近地铁, 精装, 双卫生间, 随时看房, 首次出租",贝壳优选,25天前维护,29000元/月
Changning,整租·虹桥机场新村 2室1厅 南,https://sh.lianjia.com/zufang/SH1901499651169714176.html,长宁 西郊 虹桥机场新村,-,-,,,"公寓, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,5230元/月
Changning,整租·天山星城 1室1厅 南,https://sh.lianjia.com/zufang/SH1910314086273384448.html,长宁 天山 天山星城,-,-,,,"官方核验, 近地铁",链家,2天前维护,8500元/月
Changning,整租·虹园八村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1911370204621832192.html,长宁 北新泾 虹园八村,-,-,,,"官方核验, 近地铁",链家,今天维护,5900元/月
Changning,整租·虹霞小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1911407072180699136.html,长宁 仙霞 虹霞小区,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,4600元/月
Changning,整租·金菊小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1910669910011281408.html,长宁 北新泾 金菊小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,3天前维护,4600元/月
Changning,整租·可乐公馆 2室2厅 南,https://sh.lianjia.com/zufang/SH1910277780747059200.html,长宁 北新泾 可乐公馆,-,-,,,"精装, 双卫生间, 随时看房, 首次出租",贝壳优选,12天前维护,5250元/月
Changning,整租·范东铁路小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1889219335772176384.html,长宁 中山公园 范东铁路小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,4天前维护,7000元/月
Changning,整租·程桥二村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1905615055290892288.html,长宁 西郊 程桥二村,-,-,,,"官方核验, 近地铁, 随时看房, 首次出租",贝壳优选,25天前维护,5200元/月
Changning,,,,11间在租,1室1厅1卫,,,"独栋公寓, 精装, 有阳台, 开放厨房",城家公寓,,3661-3885元/月
Changning,整租·虹桥中园 1室1厅 东/南,https://sh.lianjia.com/zufang/SH1897570716698542080.html,长宁 西郊 虹桥中园,-,-,,,"随时看房, 首次出租",贝壳优选,1个月前维护,6300元/月
Changning,,,,14间在租,1室0厅1卫,,,"独栋公寓, 近地铁, 精装, 有阳台, 押一付一",宸屿,,4757-5430元/月
Changning,整租·路易凯旋宫 1室2厅 南,https://sh.lianjia.com/zufang/SH1908450081732820992.html,长宁 中山公园 路易凯旋宫,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,17天前维护,9660元/月
Changning,整租·长江小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1889231512566497280.html,长宁 中山公园 长江小区,-,-,,,"官方核验, 近地铁, 精装",链家,3天前维护,8000元/月
Changning,整租·西郊紫薇花园 3室2厅 东南/南,https://sh.lianjia.com/zufang/SH1914264949085962240.html,长宁 仙霞 西郊紫薇花园,-,-,,,"新上, 近地铁, 精装, 双卫生间, 随时看房, 首次出租",贝壳优选,今天维护,29400元/月
Changning,整租·紫勋风雅苑 1室1厅 南,https://sh.lianjia.com/zufang/SH2364084917467348992.html,长宁 新华路 紫勋风雅苑,,-,-,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,9360元/月
Changning,整租·新泾七村 1室1厅 东/西,https://sh.lianjia.com/zufang/SH1913954430479237120.html,长宁 北新泾 新泾七村,-,-,,,"官方核验, 新上, 精装, 随时看房, 首次出租",贝壳优选,2天前维护,4720元/月
Changning,整租·虹桥机场新村 2室1厅 南,https://sh.lianjia.com/zufang/SH1808436805721128960.html,长宁 西郊 虹桥机场新村,,-,-,,"公寓, 月租, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,4390元/月
Changning,整租·九九园 2室2厅 南,https://sh.lianjia.com/zufang/SH1914685639895285760.html,长宁 新华路 九九园,-,-,,,"官方核验, 新上, 近地铁, 精装, 双卫生间, 随时看房, 首次出租",贝壳优选,今天维护,12005元/月
Changning,整租·新海小区(长宁) 1室1厅 南,https://sh.lianjia.com/zufang/SH1805938969775439872.html,长宁 镇宁路 新海小区(长宁),,-,-,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,4860元/月
Changning,整租·虹南小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1910688798170152960.html,长宁 虹桥 虹南小区,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,11天前维护,5300元/月
Changning,整租·金钟小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1822504672863191040.html,长宁 北新泾 金钟小区,,-,-,,"公寓, 月租, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,5377元/月
Changning,整租·汇川路10弄 1室1厅 西/北,https://sh.lianjia.com/zufang/SH1908099085609467904.html,长宁 中山公园 汇川路10弄,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,18天前维护,4725元/月
Changning,整租·新华御庭 5室3厅 南,https://sh.lianjia.com/zufang/SH1889574781116743680.html,长宁 新华路 新华御庭,-,-,,,"官方核验, 近地铁, 精装",链家,10天前维护,31000元/月
Changning,整租·虹古大楼 2室1厅 西南,https://sh.lianjia.com/zufang/SH1831308492657393664.html,长宁 仙霞 虹古大楼,,-,-,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,6530元/月
Changning,整租·黄金豪园 4室2厅 东/南,https://sh.lianjia.com/zufang/SH1913100678276841472.html,长宁 古北 黄金豪园,-,-,,,"官方核验, 新上, 近地铁, 精装, 双卫生间, 随时看房, 首次出租",贝壳优选,3天前维护,22600元/月
Changning,整租·古北瑞仕花园 3室2厅 南,https://sh.lianjia.com/zufang/SH1889533942344712192.html,长宁 古北 古北瑞仕花园,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,31000元/月
Changning,整租·景博新园 2室1厅 南,https://sh.lianjia.com/zufang/SH1911410436364828672.html,长宁 西郊 景博新园,,-,-,,"公寓, 拎包入住, 精装, 押一付一, 随时看房",自如,今天维护,10330元/月
Changning,整租·法华镇路878弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1913072924437250048.html,长宁 新华路 法华镇路878弄,-,-,,,"新上, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,5天前维护,4935元/月
Changning,整租·华山花苑 2室1厅 南,https://sh.lianjia.com/zufang/SH2497582102099263488.html,长宁 镇宁路 华山花苑,-,-,,,"官方核验, 新上, 近地铁, 随时看房",贝壳优选,3天前维护,7752元/月
Changning,整租·华馨小区 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1914685368356044800.html,长宁 中山公园 华馨小区,-,-,,,"官方核验, 新上, 近地铁, 随时看房, 首次出租",贝壳优选,今天维护,5775元/月
Changning,整租·安阳小区 1室1厅 北,https://sh.lianjia.com/zufang/SH1910250329639747584.html,长宁 中山公园 安阳小区,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,12天前维护,4725元/月
Changning,整租·长虹小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1890018423111417856.html,长宁 新华路 长虹小区,-,-,,,"官方核验, 近地铁",链家,4天前维护,4800元/月
Changning,整租·锦绣花园 3室2厅 东/南,https://sh.lianjia.com/zufang/SH1890410522793213952.html,长宁 新华路 锦绣花园,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,11000元/月
Changning,整租·大家源新城 3室2厅 南,https://sh.lianjia.com/zufang/SH1890640543701008384.html,长宁 中山公园 大家源新城,-,-,,,"官方核验, 近地铁, 精装, 双卫生间, 随时看房",链家,3天前维护,15500元/月
Changning,整租·虹霞小区 2室0厅 南/北,https://sh.lianjia.com/zufang/SH1890680161032994816.html,长宁 仙霞 虹霞小区,-,-,,,"官方核验, 近地铁, 精装",链家,8天前维护,6000元/月
Changning,整租·万航渡路2490号 1室1厅 南,https://sh.lianjia.com/zufang/SH1908069911528210432.html,长宁 中山公园 万航渡路2490号,-,-,,,"官方核验, 近地铁",链家,2天前维护,4700元/月
Changning,整租·精益公寓 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1908813386926260224.html,长宁 中山公园 精益公寓,-,-,,,"官方核验, 近地铁",链家,今天维护,8500元/月
Changning,整租·西诸安浜路435弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1908835769812779008.html,长宁 中山公园 西诸安浜路435弄,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,7000元/月
Changning,整租·新泾二村 1室1厅 南,https://sh.lianjia.com/zufang/SH1909087949023084544.html,长宁 北新泾 新泾二村,-,-,,,"官方核验, 近地铁",链家,今天维护,5100元/月
Changning,整租·御翠豪庭 2室2厅 西南,https://sh.lianjia.com/zufang/SH1908362194362302464.html,长宁 古北 御翠豪庭,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,20000元/月
Changning,整租·虹南大楼 1室1厅 南,https://sh.lianjia.com/zufang/SH1908174606351466496.html,长宁 新华路 虹南大楼,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,6200元/月
Changning,整租·安东小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1908177138649923584.html,长宁 新华路 安东小区,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,5200元/月
Changning,整租·番禺路290弄10支弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1908384074674733056.html,长宁 新华路 番禺路290弄10支弄,-,-,,,"官方核验, 近地铁",链家,今天维护,6500元/月
Changning,整租·凯欣豪园 1室1厅 东,https://sh.lianjia.com/zufang/SH1908389858800304128.html,长宁 中山公园 凯欣豪园,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,7800元/月
Changning,整租·安东小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1909103793505566720.html,长宁 新华路 安东小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,5天前维护,6900元/月
Changning,整租·圣约翰名邸 2室2厅 南,https://sh.lianjia.com/zufang/SH1909246499825385472.html,长宁 中山公园 圣约翰名邸,-,-,,,"官方核验, 近地铁, 精装",链家,7天前维护,15000元/月
Changning,整租·新泾五村 2室1厅 南,https://sh.lianjia.com/zufang/SH1909238127021522944.html,长宁 北新泾 新泾五村,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,7000元/月
Changning,整租·凯欣豪园 1室1厅 东南,https://sh.lianjia.com/zufang/SH1909216967626063872.html,长宁 中山公园 凯欣豪园,-,-,,,"官方核验, 近地铁, 精装",链家,5天前维护,8800元/月
Changning,整租·安东小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1909257440147275776.html,长宁 新华路 安东小区,-,-,,,"官方核验, 近地铁",链家,12天前维护,5000元/月
Changning,整租·虹一小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1908458952056635392.html,长宁 虹桥 虹一小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,6990元/月
Changning,整租·番禺大厦 1室1厅 北,https://sh.lianjia.com/zufang/SH1909452583391461376.html,长宁 新华路 番禺大厦,-,-,,,"官方核验, 近地铁, 精装",链家,14天前维护,7600元/月
Changning,整租·精益公寓 1室1厅 南,https://sh.lianjia.com/zufang/SH1909454817315520512.html,长宁 中山公园 精益公寓,-,-,,,"官方核验, 近地铁, 随时看房",链家,3天前维护,6500元/月
Changning,整租·华山花苑 2室1厅 东南,https://sh.lianjia.com/zufang/SH1909476973348913152.html,长宁 镇宁路 华山花苑,-,-,,,"官方核验, 近地铁, 精装",链家,5天前维护,9900元/月
Changning,整租·天山河畔花园 3室2厅 南,https://sh.lianjia.com/zufang/SH1909536190680268800.html,长宁 天山 天山河畔花园,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,11天前维护,18000元/月
Changning,整租·张泾小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1908758275596222464.html,长宁 西郊 张泾小区,-,-,,,"官方核验, 近地铁, 精装",链家,1天前维护,6500元/月
Changning,整租·凯欣豪园 2室2厅 东南/南,https://sh.lianjia.com/zufang/SH1908809062942769152.html,长宁 中山公园 凯欣豪园,-,-,,,"官方核验, 近地铁, 精装",链家,10天前维护,14500元/月
Changning,整租·旭辉虹桥国际广场 3室2厅 复式 东,https://sh.lianjia.com/zufang/SH1908820693118615552.html,长宁 北新泾 旭辉虹桥国际广场,-,-,,,精装,链家,12天前维护,15000元/月
Changning,整租·番禺路295弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1909606052651859968.html,长宁 新华路 番禺路295弄,-,-,,,"官方核验, 近地铁, 精装, 押一付一",链家,6天前维护,5800元/月
Changning,整租·茅台雅苑 2室1厅 西南,https://sh.lianjia.com/zufang/SH1909826751941312512.html,长宁 仙霞 茅台雅苑,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,7500元/月
Changning,整租·长虹小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1909877972442021888.html,长宁 新华路 长虹小区,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,6900元/月
Changning,整租·新泾五村 1室1厅 南,https://sh.lianjia.com/zufang/SH1909857139610877952.html,长宁 北新泾 新泾五村,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,4800元/月
Changning,整租·仙逸小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1909888583985004544.html,长宁 仙霞 仙逸小区,-,-,,,"官方核验, 近地铁, 随时看房",链家,1天前维护,4800元/月
Changning,整租·虹一小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1908877767135461376.html,长宁 虹桥 虹一小区,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,6500元/月
Changning,整租·瑞冬小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1908878398583734272.html,长宁 北新泾 瑞冬小区,-,-,,,"官方核验, 近地铁, 精装",链家,8天前维护,5200元/月
Changning,整租·威宁小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1909075064796479488.html,长宁 仙霞 威宁小区,-,-,,,"官方核验, 近地铁",链家,11天前维护,7700元/月
Changning,整租·华阳路298弄 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1834894728269660160.html,长宁 中山公园 华阳路298弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,5天前维护,7300元/月
Changning,整租·天山商厦 3室2厅 西北,https://sh.lianjia.com/zufang/SH1835566424605589504.html,长宁 中山公园 天山商厦,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,11天前维护,23000元/月
Changning,整租·衡辰公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1835973136269443072.html,长宁 天山 衡辰公寓,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,5天前维护,15000元/月
Changning,整租·中华别墅 2室1厅 南,https://sh.lianjia.com/zufang/SH1836284192149733376.html,长宁 虹桥 中华别墅,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,11000元/月
Changning,整租·中紫小区 1室1厅 东/南,https://sh.lianjia.com/zufang/SH1839614136741265408.html,长宁 虹桥 中紫小区,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,6000元/月
Changning,整租·华丽家族古北花园 3室2厅 南,https://sh.lianjia.com/zufang/SH1841832841428598784.html,长宁 古北 华丽家族古北花园,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,30000元/月
Changning,整租·华阳路217号 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1843959841228324864.html,长宁 中山公园 华阳路217号,-,-,,,"官方核验, 近地铁, 精装",链家,15天前维护,6800元/月
Changning,整租·番禺路277弄 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1846787649461813248.html,长宁 新华路 番禺路277弄,-,-,,,"官方核验, 近地铁, 随时看房",链家,4天前维护,6500元/月
Changning,整租·杨宅小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1847484370844123136.html,长宁 新华路 杨宅小区,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,7980元/月
Changning,整租·耀华小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1847228025465208832.html,长宁 中山公园 耀华小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,今天维护,8000元/月
Changning,整租·马赛花园 3室2厅 东/西,https://sh.lianjia.com/zufang/SH1848204510493671424.html,长宁 古北 马赛花园,-,-,,,"官方核验, 近地铁, 押一付一, 双卫生间",链家,3天前维护,16900元/月
Changning,整租·香榭苑 2室2厅 南/北,https://sh.lianjia.com/zufang/SH1848402438684409856.html,长宁 新华路 香榭苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,1天前维护,13900元/月
Changning,整租·瑞冬小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1849658465325154304.html,长宁 北新泾 瑞冬小区,-,-,,,"官方核验, 近地铁, 精装",链家,7天前维护,5600元/月
